text|is_offensive|target
WhatsApp üzerinden bir kişiye yolladığınız 10 MB video dosyası yaklaşık 200 gr CO2 salımına neden olur. 100 kişinin telefonuna giden 10 MB video 20 kg CO2 salımı demektir. Lütfen çok kişinin üye olduğu gruplara büyük dosyalar göndermeyin. Gerekirse linkini verin. Merak eden açar.|1|INSULT
Yani demem o ki işini iyi yapan dürüst çalışan hiç kimse yokluk çekmez…|1|INSULT
9.siniftaki oda arkadaşım bize kalmaya geliyoooo beraber uyumayali 3 sene olmuştu|1|INSULT
Sabah kalktım temizlik yaptım barbunya pisirdim sarma sardık ev arkadaşım ile fırında kapakta yapacağım çıtır kabak güzel menü olacak ama temizlik yaparken bayılacaktim not: sarmalar kalın diye şey etmeyin ben ince sarmayı pek beceremiyorum Tek kusurum da bu olsun|1|INSULT
nasi geciyo gunlerin ask — vlla sabah okul ogleden sonra dershane her gun ayni yks ogrencisi kaderi mlsf..|1|INSULT
YENİ KİTAP… Ketebe’nin “Keşif” dizisine, Tanpınar’ı ve “Saatleri Ayarlama Enstitüsü”nü daha yakından tanımak isteyenler için küçük, sevimli ve yararlı bir kitap yazdığımı sanıyorum. İnsan pek çok şey öğrendiği yazara, eserlere borcunu böyle ödemeli diye düşünüyorum.|1|INSULT
Mutlu ve sağlıklı günler Hayırlı vakitler diliyorum #huzur #sağlık üzerimize olsun dostlarım|1|INSULT
Oralarda da dershane modeli eğitim var. Denemeler ettütler vs aynı şekilde işliyor. Ben trabzondayım ve buradaki çok iyi mesela. Komşum gitmişti 1 sene ve çok memnun kalmıştı. Ztn o yıl hukuk kazanıp gitti. Yani şehrinde böyle imkanlar varsa araştır. dediğim gibi iş sende bitiyor|1|PROFANITY
Yani sizin maddi durumunuzu bilmiyorum ama ben bir öğrenci olarak zorlanıyorum, ailem zorlanıyor, akrabaların zorlanıyor, akranlarım zorlanıyor. Yine de şükür tabii hayattayız, güzel bir ülkemiz var, savaşta değiliz ama var olan ekonomik koşullar belimizi bükmüş durumda.|1|PROFANITY
En yakın kiz arkadasım bir gün bana reels atmazsa ölçekmisim gibi hissediyorum sanki küsmüsüz de bidaha hiç konusmıcakmısız gibi boyle sanki boğulur gibi|1|INSULT
Almanlar, Fransızlar, İtalyanlar eski motorlu araba pazar paylarını korumaya çalışacaklar ama. 60larda bu fırsatı kaçırdık bu defa kaçırmayacağız.|1|INSULT
Bundan 4 sene önce ben, 44 sene önce babam aynı gün mezun olduk ve arayıp tebrik etti güzel insan.|1|INSULT
İlk defa yasıtım bi erkekle konuscam heyecanlandım|1|INSULT
Oda arkadasim sen fizikcisin, kahve falına quantumsal bakabilirsin dedi. Sonunda yapabilecegim bir is buldum.|1|PROFANITY
Arkadaşım, kız arkadaşına evlenme teklifi edecekti,karşı cinsle “Naber-Nasılsın”dan öteye gidemeyen bana fikrimi sordu az önce.İlk başta bi güldük ikimizde sonra yardımcı olmak maksadıyla hayalimizdeki evlilik teklifini paylaştık. Her şey gönlünüzce olsun…|1|INSULT
Sevginin kokusu, güvenin kokusu, iyi ki varsının kokusu, Kahvenin kokusu hayatınız içinde hiç eksik olmasın...”  Sevgili Dostlarım   Günaydınlar|1|INSULT
Tam olarak çay nerde 1 lira gidip oraya yerlesicemde|1|PROFANITY
sevimli ve tatlı balim goku  #GökberkDemirci|1|INSULT
Arap bilgin İbni Haldun Araplar için bakın ne demiş|1|PROFANITY
İlhan İrem Yaşıtım... Kuşağımın melodisi... Eskişehir Maarif Koleji parasız yatılı yatakhanesinde basit bir kaset teypten sesi duyulduğunda (1974) zamanın durduğu sanatçı... Allah rahmet eylesin... Onunla birlikte bir kuşağın duyguları, aşkları da gidiyor... Çok ama çok üzgünüm|1|INSULT
Görüp görebileceğiniz en sevimli konvoy|1|PROFANITY
sitede yasitim olan birini bulunca o kadar mutlu oluyorm ki anlatamam|1|INSULT
Yeni ev arkadaşım kardeşim|1|INSULT
"""Biz Türkler tarih boyunca hürriyet ve istiklale timsal olmuş bir milletiz""  - Mustafa Kemal Atatürk"|1|INSULT
Gülüşü hem sevimli hem seksi|1|INSULT
Ne güzel Fenerbahçeli, Beşiktaşlı, Trabzonspolu ve  diğer takım taraftarı dostlarım var sayfamda sizleri seviyorum yeminle|1|INSULT
Günaydın can dostlarım olympos dan #happy #nature #doğa #SimdiAntalyaZamani #kadirs #eko|1|INSULT
Hastayken defalarca arayan soran arkadaşlarım gerçektir|1|INSULT
Arkadaşım gönderdi bu videoyu. Sahiplenmek isteyen olursa, bana bildirin lütfen. 2 yaşında, erkek. İstanbul'da. #kedisahiplendirme|1|INSULT
ev arkadaşım bu hafta baro sınavında şans getirsin diye bana çiçek almış AĞLIYORUM ÇOK TATLI|1|PROFANITY
"1950 Kore, Çin savaşı dönüm noktası olan Kunuri muharebelerinde, Çin kuşatması Türk askeri tarafından yarılmış Ve Amerikan askeri geri çekildikten sonra; Rus gazetelerinde Amerikalara yönelik  şu haber yayınlanmıştı.   ""Sizi bu sefer Türkler kurtardı"".  vB."|1|INSULT
"Yeni doğmuş sevimli bir  ""yavru keçi""."|1|PROFANITY
Efsane twitlerde bugün.|1|PROFANITY
e benim dilim karpuz alıp gelen ev arkadasım var|1|PROFANITY
Bir iyilik, bir gülümseme Tatlı bir bakış, iyi bir dilek. Aslında mutlu olanlar, Bu küçük şeylerin huzuruna varmış olanlardır. Günün güzellikleri sizlerle olsun|1|INSULT
İlgili tviti görmek isteyen olursa diye buraya bırakıyorum|1|INSULT
Aynen aynı sene mezun olduk ihlden|1|PROFANITY
Aynı yaştayız bu arada ben Yüksek Lisans ,Kpss uğraştım ev almayı hayal bile edemiyorum|1|INSULT
Ben avantajlıyım, aynı üniversitenin aynı bölümünden mezun olduk. Arada 15 sene fark olsa da yine de avantaj|1|INSULT
Bu haftadır iki oda arkadaşım izne ayrılmış, oda benim tek başıma nası kralım, keşke hep orda kalsalardı.. onlar bodrum’da güzel, odam bana bodrum’dan güzel.|1|PROFANITY
"örnek 3: tıp ve diş hekimi öğrencileri 5. sınıfta maaş alacak. tıp veya diş hekimi mezunu olsam ""ben almamıştım onlar niye alıyor"" demek yerine ""bizim çektiğimiz sıkıntıları ilerideki meslektaşlarım çekmeyecek"" diye düşünürüm"|1|INSULT
"Kadın Kolları Genel Başkanımız 
@AylinNazliaka
, #İstanbulSözleşmesi'nin Türkiye’de yürürlüğe girmesinin 8. yıl dönümünde basın açıklaması yaptı. 81 ilde ve 973 ilçede 
@chpkadinkolu
 tarafından eş zamanlı olarak yapılan açıklamada “Kadınlar 1’den büyüktür” denildi."|1|INSULT
"Haris Seferovic: ""Herkes Galatasaray'ın tarihini biliyor. Gol atmak mutluluk verici. Kazandığımız için mutluyum."""|1|INSULT
Peyami Safa'nın da dediği gibi “İyi, dürüst ve doğru olanlar kaybetmez. Kaybedilir.|1|INSULT
Kralice geri dönüyor ZeytinAğacı 28TemmuzNetflixte #TubaBüyüküstün|0|OTHER
Ne güzel bi gece .. farkında olmadan geçen saatler, ağız dolusu kahkahalar hepsi çok kıymetli çok.|1|INSULT
Bir şairin kalemini kullandım senin için… Mutluluk eşlik etsin gününüze|1|INSULT
bu sektörde parlayabileceğime canı gönülden inanıyorum|1|PROFANITY
Güzel bişeyler yapmaya uğraşıyorum şu kötülük dolu dünyada... desteklerseniz çok mutlu olurum..|1|INSULT
"• Bir gün sürüden ayrılmış, uçurumdan uçmak için atlayan bir kuş gibi çırpınan kalbim duracak. Elbet bir gün öleceğim. Bu dünyadan bir ""Umut"" geçmiş olacak. Beni güzel hatırlayın. Sevgiler. UMUT."|1|INSULT
Sınav için kimseye bir şey sormayacağım çünkü ben de sorulsun istemezdim. Yığılma olmuş. Bir sınav hayatımızı bu kadar etkilememeli ama etkiliyor maalesef. İstediğiniz yer geldiyse çok mutlu olurum, gelmediyse de kendinizi üzmemeye çalışın lütfen sizden değerli değil hiçbir şey|1|INSULT
Ona yapamazsın dediler, yapamadı…|0|OTHER
“Kahramanlar can verir, Yurdu yaşatmak için” Sakarya Karasu'da ikamet eden ve aslen Trabzon Arsin'den Piyade Teğmen Ömer Faruk CİVELEK bugün şehadet şerbetini içti. Mevla'm rahmeti ile muamele eylesin. Kanı yerde kalmaz. Türk Silahlı Kuvvetleri ve milletinin başı sağolsun .|1|PROFANITY
"Sahi İnsan insanı anlayan""mıydı, Yoksa, Yaralayan""mıydı..!! ~ Yüreğinize hüzün değmesin.. Geceniz huzurlu olsun.."|1|INSULT
Hayatta her şey gelir geçer; makamlar, servetler ve de güzellikler. Ne kadar çok insana canı gönülden “Allah razı olsun” duasını dedirtebiliyoruz ona bakmak lazım. Kimin duasının kabul olacağını nereden bileceğiz; #iyilik bakidir.... güzel insan|1|INSULT
Umudun yorulduğu yerde mucizeleri göster Allahım.Dualarınız kabul olsun inşallah abi ve ablalarım #HayırlıCumalar|1|INSULT
Allah'ım bugün hayırlı ve sevindirici güzel şeyler olsun. Amin|1|INSULT
1 milyondan fazla sürücü + 4 milyon aile fertlerimiz... Toplamda 5 milyon Türkiye Cumhuriyeti vatandaşı adına sizlerden beklentimiz ektedir; saygılarımla arz ederim Sayın Cumhurbaşkanım. #EhliyetAffı|0|OTHER
Temiz hava ve kuş sesleri eşliğinde|1|INSULT
Sıcacık bir kahve Sıcak insanlar Tatlı muhabbetler Sevgi dolu yüzler En derin sevgiler Yüreğinizde olsun Büyük mutluluklar için #günaydın hayat|1|PROFANITY
100 kişi olmamız gerekiyo 5-10 dk değerli vaktinizi Yusuf için ayırabilir misiniz son 400 gram desteklerini bekliyoruz|1|INSULT
Evet ne diyoruz güle güle Allah'ım çocuğumu bütün kötü insanlardan korusun çok mutlu olsun çünkü hak ediyor...|0|OTHER
Avustralya'nın kahkahalar atan sevimli pufidik kuş türü kookaburra. MaşaAllah sevimli canlılar yaratarak içimizi sevgiyle dolduran Allah'ı çok sevelim|1|INSULT
Kahkahalar dışarı sızsada, Hüzünler hep içeride kalır...|1|INSULT
...Gerçekten bu dünya iyi kalpli insanlar için bir cehennem..|1|INSULT
Mutlu huzurlu günler.|1|INSULT
Mutlu pazarlar. Sayfamın sevdiğim, sevimli dostları...|1|INSULT
İlahi adalet :)|1|INSULT
Hepinize çok teşekkür ederim.Yolumuz uzun belki... zahmetli... Ama çok da kıymetli... CUMHURBAŞKANIMIZIN yanında yürümek onunla aynı dönemde yaşamak onurunu bize veren rabbime hamd ederim .. REİS İLE YOLA DEVAM @Turan_Ordusu53|1|PROFANITY
Hayırlı uğurlu olsun Emeği geçenlere teşekkürler|1|PROFANITY
He ne kadar iyi sonuçlar doğurmasada,iyi niyet, samimiyet ve vicdan sahibi olmaktan vazgeçmeyiz.|1|INSULT
Hasret kaldık, Bir tebessüm, bir gülen yüze...|1|INSULT
Çiçeği iyi niyet olanın, bahçesi çürümez.|1|INSULT
Teşkilat mensuplarımız ile birlikte, kıymetli komşularımızı ziyaret ettik. Değerli komşularımıza hoşsohbetlerinden dolayı teşekkür ediyor, sağlıklı günler diliyoruz.|1|INSULT
Her iki imamımıza geçmiş olsun acil şifalar diliyorum..! Bu arada Başkent Üniversitesi Transplantasyon Ekibinin de ellerine, emeklerine sağlık...!|1|PROFANITY
Kelebeğin ömrü bir gündür diyorlar ya, karnımda senin için asırlardır uçuşan kelebeklerin bundan haberi var mıdır? Ece Üner Olduğu Gibi, Ece Üner|1|INSULT
Dünyadaki tek adaletli şey bir gün herkesin ölecek olması.|1|INSULT
Bedelini ödemeye istekli olanlara Zafer gelir!..|1|INSULT
Ülkemizin milli ve manevi değerlerine saygılı, dürüst, tarafsız ve ilkeli haber anlayışı ile mesleğini icra eden kıymetli gazetecilerimizin ve basın mensuplarımızın “24 Temmuz Gazeteciler ve Basın Bayramı” nı kutluyor çalışmalarında başarılar diliyorum. #BasınBayramı|1|PROFANITY
İlahi adalet|1|PROFANITY
Diyarbakır Barosu'nun resmi hesabından yapılan açıklama:|1|INSULT
Abi kardeşim izlememiş ona önerdim bu ara o da triplerde böyle bende yapıp saticam falan diyor|0|OTHER
Gaziosmanpaşa Kızılay Şubesi olarak Kurban Bayramı sonrası önceden belirlediğimiz ihtiyaç sahibi ailelerimize Kavurma ve Yağ dağıtımı gerçekleştirdik. Kalpler İyilikle Kazanılır|1|INSULT
yapmak isterseniz cok mutlu olurum.|0|OTHER
Bakın burda minik ama çoook tatli bir burcu vaarr!!!|1|INSULT
Huzurlu akşamlar #huzurla #carsamba|1|INSULT
#sevgi ve saygilarimla #iyigeceler|1|PROFANITY
Çektiğimiz tüm acılar, döktüğümüz tüm gözyaşları; Güçlü, adaletli ve büyük bir devlet olmanın sancılarıdır! #GüçlüTürkiye #TürkDevletleriTeşkilatı TSK ONURUMUZDUR|1|INSULT
Öyle, Pısırık,Pısırık Yürümeyeceksin!.. Yürürken Omzun dik Alnın karşıya Bakacak. Yere Bastığın Zaman Hakkını Vereceksin, Toprak Seni Tanıyacak... İşte; Cumhurbaşkanı @RTErdogan ile MHP lideri @dbdevletbahceli yi diğerlerinden ayıran özellik budur|1|INSULT
Karşınızdakine verdiğiniz değerin, ayırdığınız zamanın ve harcadığınız emeğin 1 gram fazlasını göremiyorsanız s.ktr edin arkadaşlar. O iş öyle olmaz.|1|INSULT
TBMM Eski başkanı İsmail Kahraman Ayasofya’nın açılmaması için neler yapıldığını anlatıyor… Yaparsa RECEP TAYYİP ERDOĞAN yapar. #AyasofyaCamii|1|PROFANITY
#AyasofyaCamii Recep Tayyip Erdoğan “Ayasofya'nın dirilişi, Türk Milleti, Müslümanlar ve tüm insanlık olarak dünyaya söyleyecek sözlerimiz olduğunun ifadesidir”|1|PROFANITY
Petrolün içilmediğini, betonun yenilmediğini anladığınız gün, tarımın ve köylülerin dünyanın tüm altınlarından daha değerli olduğunu anlıycaksınız..|1|INSULT
CUMA'NIZ BAYRAM OLA BAYRAMIMIZ MÜBAREK OLA Esselamün Aleyküm! RABBİM bizleri birlik ve beraberlik içinde Ümmet olma Şuuruna Vâkıf eylesin. Bizleri kendine kul Habibine Ümmet eylesin. Bizleri peygamber Efendimiz sav in Livaid HAMD sancağı altında Haşr-i cem eylesin. AMİN.|1|INSULT
İyi bir yara izi, en iyi nasihatten daha etkilidir.'' Paulo Coelho|1|INSULT
Bu bir siparişim daha sahibine ulaştı.Ama nasıl mutlu oldum anlatamam Umarım baba oğul hiç ayrılmazsınız...Çok teşekkür ederim iyi ki varsınız|1|INSULT
Metin fenalaştı, ambulansla hastaneye kaldırıldı. Bir saat gülücükler saçan bebeğimiz şimdi hastanede. Bu hastalık çaresi olan bir hastalık. Ne olur bebekler çaresi olan bir hastalığa parasızlık yüzünden yenik düşmesin. #zolgenSMAgelmeli|1|INSULT
Yeni birgün hayata dört elle sarılmamız ve geleceğe umutla bakmamız için yol gösterici olması dileğiyle sevgi ve saygılarımla günaydınlar|1|INSULT
Ekibe bak ekibe. Çalışkan, sempatik becerikli:) AKDEM Bahçe|1|INSULT
Turgut Reis Mahallemizde önde gelen kanaat önderlerimizden Kıymetli Eşref Yalvarışlı Beyefendi ve güzel ailesiyle bir araya gelmekten mutluluk duydum.İçten misafirperverlikleri,hoş sohbetleri,güzel ikramları ve zarif hediyeleri için kendilerine çok teşekkür ederim #YüzYüze100Gün|1|INSULT
"""Mümin kardeşine tebessüm etmen sadakadır, iyiliği emredip kötülükten sakındırman sadakadır."" (Tirmizî: Birr, 36)"|1|INSULT
Fedakarca çalışan değerli basın mensuplarımızın 24 Temmuz Gazeteciler ve Basın Bayramı’nı kutluyor, görevlerinde kolaylıklar diliyorum. #GazetecilerVeBasınBayramı|1|INSULT
Iyi aksamlar saglik mutluluk dolu|1|INSULT
MutluYıllar AylinBalcı|1|PROFANITY
DSÖ nün hiçbir talimatını yerine getirme sorumluluğum yoktur. Arkadaşlarıma ve öğrencilerime de uymamalarını şiddetle tavsiye ederim. Bunu öğretim üyeliği yasasının bilimsel özerklik maddelerine istinaden ve bağımsız bir milletin, Türk milletinin ferdi olarak ifade ediyorum.|1|INSULT
Durmak yok yola devam inşallah Saygı deger başkanım Allah tan kolaylık başarılar diliyorum duamızla desteğimizle yanındayız bizni Allah|1|INSULT
“Asıl mesele bir derdimizin olmasıdır.”(R.Ö) Bugün aramızdan ayrılan “7 Güzel Adam”ın son çınarı #RasimÖzdenören’e Cenab-ı Allah’tan rahmet; ailesine ve yakınlarına sabır diliyoruz.|1|INSULT
istek, heves, arzu ve sevgiden doğan bir hastalık türü|1|PROFANITY
Dosya genelinde kimin peşine ne kadar indirim uygulayacağını bilemediğimizden eşitlik olsun diye genelde taksitli fiyatlar üzerinden hesaplama yapılmıştır.|1|INSULT
Bir gün baksam ki gelmişsin.. Gülüşünde taze serin bir rüzgar Ellerin yine eskisi kadar güzel Çiçek açmış dokunduğun bütün kapılar..|1|PROFANITY
Akşamınız güzel, yeni haftanız, mutlu ve huzurlu olsun.|1|PROFANITY
Ülkemiz, Milletimiz çok kötü günlerden geçiyor. Emek veren emekçiler her gün üzülüyor, her gün daha da umudunu yitiriyor... 20 yıldır “Tembel Muhalefet”sayesinde ülke ne hale geldi. Zafer Partisi Türk milletinin talebini ortaya koyan, çalışan, üreten tek muhalefet partisidir.|1|PROFANITY
aşık olunca gözü ondan başkasını görmeyen ve güzellik algısı sevdiği kişiden ibaret olan bir avuç insandan biriyim|0|OTHER
Süper Kupa Sivas’a yakışır. @Sivasspor #YiğidoHaydiMaça|1|PROFANITY
"Feneriuma gitmeyin forma almayin diyenler bikez bile lisanslı Forma alıp üzerine giymeyenler ""Formanin hakkini""ver diyemez."|0|OTHER
Doğal güzelliğe sahip, yetenekli ve sıcak kanlı bir insan|1|PROFANITY
Size bir soru kardeşlerimm.. Adalet mi ? Eşitlik mi? Herkes yorum yaparsa çok memnun olurum|1|INSULT
Dolar: 7,41 TL Euro: 9,01 TL Gram Altın: 420,12 TL|1|INSULT
#AYCA_ASTROLOJİ Yaz gün dönümü.. Güneş bugün itibariyle Yengeç burcunda.. Yeni güneş döngünüz kutlu olsun sevgili yengeçler.. Şimdi duyguları beslemenin, sevecen ve merhametli olmanın vaktidir..|1|INSULT
Söylediklerinizi duyurmak için hiç kimseyi kolundan tutmayın, dinlemeye istekli değillerse; onları tutacağınıza çenenizi tutun... - L. Chesterfield -|1|PROFANITY
murat övüçün ses tonu ile gunaydın aşkla sevgiyle mutlulukla hahaha #GökberkDemirci twitter.com/Gokberkdemirci…|1|INSULT
Liderlik,Samimiyet,liyakat,zerafet #BenErdoğanDiyorum elbette.|1|INSULT
Güvenilir dürüst lider|1|INSULT
Yeni gelin Hadise'de Müge Anlı'nın yolundan gitti! Sosyal medya hesabında soyadını değiştirdi https://internethaber.com/yeni-gelin-hadisede-muge-anlinin-yolundan-gitti-sosyal-medya-hesabinda-soy-adini-degistirdi-foto-galerisi-2262288.htm…|1|PROFANITY
Herşeyin para olmadığını anlamak için illaki bir müsibet gerek olmasa keşke.|1|INSULT
Doğaya uygun yaşamak, ilkel yaşamak demek değil Doğal yaşamak rasyonel ve sağduyulu yaşamak demek Etik ve erdemli yaşamak ,ortak yaşama saygı demek Yaz goncası Temmuz 2022 Ankara|1|INSULT
Boyumdan büyük bir oyuncağım varmış Okula çok erken yaşta başladığım için hiç yaşıt arkadaşım olmadı.Sanırım bu durum beni hep olgun düşünmeye ve davranmaya sevk etti. Zamanla insanları davranışları ve düşünceleri ile ölçmeye başladım.Çocuk gibi düşünme davranma gibi ikazlarda|1|INSULT
Ağustos ayı sonuna kadar, izci kamplarımızda, liderlik kurslarımızda ateş yakılmayacak, ateşte yemek pişirilmeyecektir. Kamp ateşleri, yalrızca ormandan uzak ve itfaiye aracı, hidrant gibi yangın söndürme sistemleri olan yerlerde çok küçük olarak yakılabilir. Unutmayalım,|1|PROFANITY
İngiltere Dışişleri Bakanı Liz Truss, Başbakan olması halinde ülkesindeki göçmenleri Ruanda dışında TÜRKİYE'YE DE gönderebileceğini söyledi.|1|INSULT
BM Güvenlik Konseyi #Zaho'daki bombardıman gündemiyle toplanacak|1|INSULT
3 tane kavun 10 lira kampanyası var beklentim 3 tane rakı 100 TL olması bakın insaflı yaklaşıyorum|1|INSULT
Bugün Teknik Direktörümüz Jorge Jesus’un doğum günü. Kendisine sevdikleriyle birlikte sağlıklı, mutlu ve bol başarılı yıllar diliyoruz|1|PROFANITY
Almanya Köln havalimanı anlık. Personel eksikliği devam ediyor. Türkiye’den nitelikli işçi alımı yeterince talep olmayınca hayal oldu.|1|INSULT
Hasta, engelli ya da maddi imkanı olsa da, tek başına yemek yapamayacak durumda olan ihtiyaç sahibi hemşehrilerimizin sıcak yemek ihtiyaçlarını ulaştırıyoruz. Çevrenizde bildiğiniz, tanıdığınız bu durumda komşunuz varsa 4440875 nolu hattımızdan bize iletmenizi rica ediyorum.|1|INSULT
"""Hala bana karşı direniyor musun?"" dedim. ""Hala senin için direniyorum."" diye düzeltti. #rapsodi"|1|INSULT
Her baktığımda yüzümde gülücükler açtırıyor #AkınAkınözü|1|INSULT
Tatlı bir kedicik gördüm. Asaletli pisi. Hayırlı akşamlar|1|INSULT
411- Hoplaya zıplaya yürüyen lüzumsuz derecede mutlu köpek|1|INSULT
Genel Başkanımız’ın takdimcisi BİLAL ASLAN 24 Temmuz 2022 itibari ile Özel Kalem Müdürlüğü bünyesinde İl Programları ve Protokol Koordinatörü olarak görev yapacaktır. Kendisine yeni görevinde başarılar diliyoruz. Cenab-ı Allah utandırmasın. *Özel Kalem Müdürlüğü*|1|PROFANITY
Toptap çok nadir sevdiğim thai oyuncularından aşırı samimi ve sevecen geliyor bu video çok iyi geldi bana iki dünya tatlısı adam|1|PROFANITY
sesimin titremesinden nefret ediyorum|1|INSULT
Günaydın Türkiye Günaydın Güneş kadınları #azkaldı @meral_aksener|1|INSULT
#15Temmuz :Sayın Cumhurbaşkanımızın, yürütme ile ilgili yetkisi olan başkomutanlığını üstün başarılı bir şekilde kullanması, sivil halkın,polislerimizin, şehit Ömer Halis gibi askerlerin verdiği destek ile ÖZGÜRLÜĞÜMÜZÜ koruduğumuz gündür. #15TemmuzDestanı|1|INSULT
Birce Akalay : “Bıktım artık. Emeğimizin değeri, paramız iyiden iyiye pul oldu. İşçimiz, halkımız sefil oldu. Fakat birileri ülkeyi yemeye ve doyumsuzca satmaya devam ediyor. Yargılanacağınız günleri görebilmek ümidiyle. Ki göreceğiz.” Helal olsun sana KADIN|1|INSULT
Değer verdiğim birisinden öyle hemen soğumam. Çabalarım, affederim, özür dilerim, anlamaya çalışırım. Ama eğer soğursam bir daha ne yaparsa yapsın ısınamam. Sabrımın tükendiği an her şey tükenir bende.|1|INSULT
çok kötü bi habere denk geldim inanılmaz derecede huzursuzum|1|PROFANITY
genelin aksine gomis kalsın istiyorum. söylendiği kadar kötü olduğunu da düşünmüyorum. bence takıma liderlik edecek adam açığını kapatıyor. yedek kalsa da fark etmez.|1|INSULT
Kızılay Hatay Şubesi olarak ihtiyaç sahibi bir ailemizin evinde haşerelere karşı ilaçlama yapılarak gerekli temizlik yapıldı. Ailemize giyim ve gıda yardımında da bulunuldu.Evin ihtiyacı olan boya ve badana çalışması yapılarak ailemize destek olduk.|1|PROFANITY
""" Günde 3 film, haftada 3 kitap ve güzel müzik albümleri beni ölene kadar mutlu etmeye yetebilir. "" der ya François Truffaut, işte öyle..."|1|INSULT
"#İhsanYüce '91 yılında çok sevdiği Salacak’taki evinde senaryo çalışmalarını sürdürürken geçirdiği kalp krizi sonucunda vefat etti. Yazlık sinemada film izleyen kuşağın yakından tanıdığı şimdiki kuşağın ise “Sarı bıyıklı kız babası"" Türkiye sinemasının kalbine gömüldü Saygıyla"|0|OTHER
‘ iyileşmek için kendimizden çok fazla şey veriyoruz ve otuzumuzda iflas ediyoruz. her yeni birisine verecek daha az şeyimiz oluyor. ama hiçbir şey hissetmemek için kendimizi hissiz yapıyoruz. ne israf ama! hayatını nasıl yaşadığın seni ilgilendirir. ama şunu hatırla, kalbimiz ve|1|INSULT
Malazgirt Jandarma Komutanı Binbaşı Arslan Kulaksız'ın şehit edildiği 2015'teki saldırının faili PKK'lı Savaş Çelik, MİT’in yurt dışı operasyonuyla yakalanarak Türkiye’ye getirildi.|1|PROFANITY
Hala rooibos çayı ile tanışmayanlar varsa, lütfen tanışın. Aşşşşırı güzel olmasının yanında inanılmaz çok da faydası var. Kolik bebeklerde bile kullanılıyor ki kolik dünyanın en illet şeyidir jdkdkdkd :/|1|INSULT
Ben de sizlere teşekkür ederim :)|1|INSULT
soğudum ve uzaklaştım genel olarak|1|INSULT
Bursa'da çöp ev olduğu gerekçesiyle boşaltılmak istenen evde 1 yıldır kilitli tutulan 9 yaşında bir çocuk bulundu…|1|INSULT
Aferin Emir #EmirhanDelibaş|1|PROFANITY
2022’nin en çok satan ve en beğenilen 10 erkek parfümü|1|PROFANITY
yüceliği. Her müşteri bir masada tanışsa da tanışmasa da buluşur. Bana kalırsa sahibi dayı bir zamanların Demirelcisi. Gelip giden müşteriler sayesinde açgözlü olmamayı öğrenmiş. Lafları da pek dayca. Dilerim bozulmamıştır.|1|INSULT
Millet böyle yaşıyor andaval geçen günkü festivalden|1|INSULT
"""Sen sarı bayraklar gibiydin ikinci sektörde gelen, 'kimi'için felaket, kimi için bir dostun kaybının feryadı, kimi için ise sadece bir bez parçası"""|1|PROFANITY
Sarı bez önemli bir araç|1|INSULT
Bursa'daki düğünde tartışma yaratan görüntüler: Damada kırmızı jartiyer giydirip boynuna tasma taktılar!|1|INSULT
Sarı bez tezgahın önüne serildi, işlem tamam|1|PROFANITY
Mutfak masası üstünde duran sarı bez diye okudum|1|PROFANITY
"Dursun Başkan ne olur şu adamı 20 ye tamamlayın en azından gönderecekseniz tabiki herşeyi siz daha iyi bilirsiniz biz taraftardan ama
 bizimkisi de bir kaygı sadece"|1|PROFANITY
Kayıplarınız için çok üzgünüm ama kusura bakmayın bu sorun bu yaklaşım ile çözülemez! O başıboş köpeklerin çocuklar başta olmak üzere insanların ölümüne sebep olduğu gerçeğini görmezden gelemeyiz. Derhal yazımda yazdığım yöntemle bu sorun kökten çözülmeli! #sokakköpekleri twitter.com/guclusinemm/st…|1|INSULT
Espresso içtiğim için gay mi oluyorum bay erkek|1|INSULT
Siz daha iyi bilirsiniz yıllardır dizi izlediğiniz için varmı bir öneriniz?|1|INSULT
"Gün Aydı
 Hergün yeni bir gündür,
  gülümseyin..."|0|OTHER
Hergün yeni bir tag açılıyor şaşırdık artık|1|PROFANITY
"Kendi ülkelerin de kadınları cezalandırırken sopa , kırbaç, sürükleme hatta taşlama yapıyorlar.
 Bizim ülkemizde ise leş kargası misali gördükleri kadınların videolarını topluyorlar. Onlarca abaza geçiyor yanımızdan. Yetmiyor birde korunuyorlar. Onları değil bizleri koruyun."|1|INSULT
"Hergün yeni bir hikayedir.
 Dün yaşandı ve bitti, takılma.
 Bak yeni bir gün geldi,bugünü yaşa..!
 
 Günaydın"|1|INSULT
Hergün yeni bir başlangıç diye diye kendimi bitirdiğimi hissediyorum.|0|OTHER
Suriye’de turizm canlanıyor! Turizm Bakanı, yurt dışında yaşan yüz binlerce Suriyelinin tatil için Suriye'ye geldiğini açıkladı.|1|PROFANITY
Velev ki ülkeyi özetleyelim dedik.|1|PROFANITY
Son günlerde bir Almanya merakı, yalakalığı, kıyaslaması başladı hayırdır yaa, bu kadar Almancı olmak istiyorsanız işçi alımları başlamış defolup gidin işte fırsat size|1|INSULT
Benim almancı nefreti soyle bir yerde|1|INSULT
Hah şimdi oldu sarı bez kırmızı çizgimizdir|0|OTHER
